zip,city,longitude,latitude,pop,state 
13743,Candor,-76.332196,42.206274,4850,NY
13744,Castle Creek,-75.908746,42.256805,581,NY
13746,Chenango Forks,-75.824236,42.263659,3833,NY
13748,Conklin,-75.807624,42.045429,4058,NY
13750,Davenport,-74.835709,42.471081,777,NY
13751,Davenport Center,-74.906975,42.452303,62,NY
13752,De Lancey,-74.922899,42.188984,785,NY
13753,Meredith,-74.922823,42.287851,5399,NY
13754,Deposit,-75.428745,42.066581,3047,NY
13755,Downsville,-75.015216,42.071634,615,NY
13756,East Branch,-75.125189,41.984366,839,NY
13757,East Meredith,-74.898699,42.410098,1478,NY
13760,Endwell,-76.056927,42.114089,46236,NY
13775,Franklin,-75.148475,42.342117,1807,NY
13776,Gilbertsville,-75.360929,42.432951,10,NY
13777,Glen Aubrey,-75.980544,42.257289,1380,NY
13778,Greene,-75.75954,42.337301,5025,NY
13780,Guilford,-75.482318,42.426901,738,NY
13782,Hamden,-74.998391,42.17873,928,NY
13783,Cadosia,-75.265306,41.959667,2766,NY
13786,Harpersfield,-74.687059,42.449901,309,NY
13787,Harpursville,-75.654538,42.18232,4349,NY
13788,Hobart,-74.675889,42.359409,975,NY
13790,Johnson City,-75.968492,42.126683,20788,NY
13795,Kirkwood,-75.796711,42.069463,4133,NY
13796,Laurens,-75.127947,42.538261,1703,NY
13797,Lisle,-76.030237,42.340923,2331,NY
13801,Mc Donough,-75.762305,42.506807,881,NY
13802,Maine,-76.059526,42.196204,254,NY
13803,Marathon,-76.039526,42.452725,3586,NY
13804,Masonville,-75.215485,42.262346,15,NY
13806,Meridale,-74.980258,42.377987,16,NY
13807,Milford,-74.968498,42.614801,1409,NY
13808,Morris,-75.244764,42.547807,1359,NY
13809,Mount Upton,-75.400268,42.408064,1462,NY
13810,Mount Vision,-75.126366,42.606763,1261,NY
13811,Newark Valley,-76.16248,42.228136,4968,NY
13812,Nichols,-76.361039,42.031961,2888,NY
13813,Nineveh,-75.548409,42.162481,975,NY
13815,Norwich,-75.527431,42.54145,15380,NY
13820,Oneonta,-75.049072,42.462453,18196,NY
13825,Otego,-75.207883,42.41333,5075,NY
13826,Ouaquaga,-75.647351,42.119293,75,NY
13827,Owego,-76.252797,42.113809,11378,NY
13830,Brisben,-75.606256,42.443375,5086,NY
13832,Plymouth,-75.617163,42.633592,445,NY
13833,Sanitaria Spring,-75.790978,42.195735,4777,NY
13834,Portlandville,-74.976059,42.510303,916,NY
13835,Richford,-76.186501,42.394521,1383,NY
13838,Sidney,-75.3908,42.307368,4946,NY
13839,Sidney Center,-75.287057,42.244085,2020,NY
13841,Smithville Flats,-75.823719,42.398894,484,NY
13842,South Kortright,-74.725901,42.376994,253,NY
13843,South New Berlin,-75.35249,42.530569,2702,NY
13844,South Plymouth,-75.633,42.605254,510,NY
13846,Treadwell,-75.058754,42.362963,60,NY
13849,Unadilla,-75.336589,42.325199,4027,NY
13850,Vestal,-76.011757,42.077106,27686,NY
13856,Walton,-75.153177,42.175647,7282,NY
13859,Wells Bridge,-75.256565,42.357973,232,NY
13861,West Oneonta,-75.095689,42.453854,3471,NY
13862,Whitney Point,-75.952231,42.338449,4105,NY
13863,Willet,-75.901434,42.452044,188,NY
13864,Willseyville,-76.389721,42.302915,697,NY
13865,Windsor,-75.672828,42.074482,6820,NY
13901,Binghamton,-75.886517,42.146307,21666,NY
13903,Binghamton,-75.897676,42.081102,20353,NY
13904,Binghamton,-75.865269,42.11714,10257,NY
13905,Binghamton,-75.930865,42.115051,30741,NY
14001,Akron,-78.508365,43.024944,7924,NY
14003,Alabama,-78.385231,43.071888,68,NY
14004,Alden,-78.525707,42.89839,12711,NY
14005,Alexander,-78.25889,42.915851,1692,NY
14006,Angola,-79.049651,42.636581,11509,NY
14008,Appleton,-78.637217,43.310535,940,NY
14009,Arcade,-78.413418,42.562995,4898,NY
14011,Attica,-78.279826,42.849918,9372,NY
14012,Barker,-78.542004,43.336779,2441,NY
14013,Basom,-78.395143,43.080724,2062,NY
14020,Batavia,-78.192869,43.000316,22835,NY
14024,Bliss,-78.258084,42.579936,1498,NY
14025,Boston,-78.73909,42.631384,2617,NY
14026,Bowmansville,-78.682961,42.947826,285,NY
14028,Burt,-78.714097,43.322089,2363,NY
14030,Chaffee,-78.502543,42.560492,1481,NY
14031,Clarence,-78.616228,42.980965,7712,NY
14032,Clarence Center,-78.63903,43.0362,3996,NY
14033,Colden,-78.692078,42.655052,2380,NY
14034,Collins,-78.892974,42.500082,2194,NY
14036,Corfu,-78.392906,42.977734,4841,NY
14037,Cowlesville,-78.448136,42.811245,1017,NY
14039,Dale,-78.174865,42.826284,72,NY
14040,Darien Center,-78.387782,42.894806,1817,NY
14041,Dayton,-78.981842,42.423075,246,NY
14042,Delevan,-78.479326,42.492598,4516,NY
14043,Depew,-78.704052,42.904973,26460,NY
14047,Derby,-78.983365,42.697445,6436,NY
14048,Van Buren Bay,-79.329366,42.475907,20303,NY
14051,Swormville,-78.705035,43.029168,12714,NY
14052,East Aurora,-78.601992,42.770138,17244,NY
14054,East Bethany,-78.134206,42.916619,1569,NY
14055,East Concord,-78.610972,42.546585,1216,NY
14057,Eden,-78.878077,42.650552,7427,NY
14058,Elba,-78.170383,43.089739,2331,NY
14059,Elma,-78.634257,42.834002,8130,NY
14060,Farmersville Sta,-78.291533,42.44827,395,NY
14062,Forestville,-79.160743,42.448229,2858,NY
14063,Fredonia,-79.333914,42.433345,10738,NY
14065,Freedom,-78.35013,42.489693,2001,NY
14066,Gainesville,-78.179516,42.61897,1536,NY
14067,Gasport,-78.574536,43.210587,6010,NY
14068,Getzville,-78.753184,43.023989,5685,NY
14069,Glenwood,-78.638634,42.600094,632,NY
14070,Gowanda,-78.933902,42.471202,6665,NY
14072,Grand Island,-78.959059,43.018266,17561,NY
14075,Hamburg,-78.838853,42.733404,38851,NY
14080,Holland,-78.543889,42.639582,4004,NY
14081,Irving,-79.059634,42.573866,2993,NY
14082,Java Center,-78.392527,42.66342,613,NY
14083,Java Village,-78.44101,42.676852,35,NY
14085,Lake View,-78.932693,42.721535,4936,NY
14086,Lancaster,-78.663085,42.901681,24540,NY
14091,Lawtons,-78.921222,42.540364,1510,NY
14092,Lewiston,-79.021547,43.172165,10540,NY
14094,Lockport,-78.692344,43.159987,48398,NY
14098,Lyndonville,-78.381057,43.323312,3109,NY
14101,Machias,-78.50586,42.408271,1860,NY
14102,Marilla,-78.558656,42.833216,1063,NY
14103,Medina,-78.387422,43.218428,12042,NY
14105,Middleport,-78.484055,43.218257,3929,NY
14108,Newfane,-78.706972,43.272443,5261,NY
14111,North Collins,-78.91073,42.589648,2429,NY
14113,North Java,-78.337958,42.677631,606,NY
14120,North Tonawanda,-78.850997,43.049828,51399,NY
14125,Oakfield,-78.270179,43.071726,3760,NY
14127,Orchard Park,-78.751834,42.763891,26554,NY
14129,Perrysburg,-78.998108,42.472289,2198,NY
14131,Ransomville,-78.898159,43.228602,5836,NY
14132,Sanborn,-78.878522,43.141879,5167,NY
14134,Sardinia,-78.506415,42.532976,133,NY
14136,Silver Creek,-79.162805,42.535675,5768,NY
14138,South Dayton,-79.050132,42.371803,1600,NY
14139,South Wales,-78.545219,42.706271,2269,NY
14141,Springville,-78.684717,42.519982,7146,NY
14143,Stafford,-78.089783,42.982894,2076,NY
14145,Strykersville,-78.434714,42.724892,1374,NY
14150,Tonawanda,-78.85472,43.002837,53410,NY
14167,Varysburg,-78.316749,42.745935,1782,NY
14170,West Falls,-78.677937,42.70532,2217,NY
14171,West Valley,-78.627978,42.43153,2600,NY
14172,Wilson,-78.824396,43.29681,3441,NY
14174,Youngstown,-79.024545,43.246075,5728,NY
14201,Buffalo,-78.884575,42.896659,16682,NY
14202,Buffalo,-78.877948,42.887038,2828,NY
14203,Buffalo,-78.868143,42.893938,1211,NY
14204,Buffalo,-78.859736,42.883978,10962,NY
14206,Buffalo,-78.810375,42.881132,25496,NY
14207,Buffalo,-78.897815,42.949062,23890,NY
14208,Buffalo,-78.850487,42.915416,14705,NY
14209,Buffalo,-78.865629,42.913,8865,NY
14210,Buffalo,-78.82055,42.861432,18506,NY
14211,Buffalo,-78.822477,42.908153,38411,NY
14212,Buffalo,-78.824458,42.894553,19935,NY
14213,Buffalo,-78.889461,42.916675,32876,NY
14214,Buffalo,-78.837403,42.941429,21770,NY
14215,Buffalo,-78.811504,42.933536,46789,NY
14216,Buffalo,-78.859865,42.949914,24852,NY
14217,Kenmore,-78.872948,42.968618,25547,NY
14218,Lackawanna,-78.817263,42.818301,22309,NY
14219,Blasdell,-78.822228,42.790039,13376,NY
14220,Buffalo,-78.818205,42.844138,28994,NY
14221,Williamsville,-78.738044,42.985621,54703,NY
14222,Buffalo,-78.876333,42.916401,12712,NY
14223,Buffalo,-78.845,42.973088,25995,NY
14224,West Seneca,-78.75109,42.836162,41539,NY
14225,Cheektowaga,-78.760855,42.928642,37707,NY
14226,Amherst,-78.799849,42.967232,31912,NY
14227,Cheektowaga,-78.741936,42.877467,25240,NY
14228,Amherst,-78.774604,43.018414,1813,NY
14301,Niagara Falls,-79.041443,43.095467,15756,NY
14303,Niagara Falls,-79.036958,43.087777,8616,NY
14304,Niagara Falls,-78.964375,43.090844,30527,NY
14305,Niagara Falls,-79.037804,43.114648,22726,NY
14410,Adams Basin,-77.853905,43.190644,989,NY
14411,Albion,-78.206846,43.239827,12743,NY
14414,Avon,-77.727398,42.903034,6187,NY
14415,Bellona,-77.021737,42.755442,182,NY
14416,Bergen,-77.96033,43.086937,3092,NY
14418,Branchport,-77.205165,42.606537,1126,NY
14420,Brockport,-77.936797,43.21284,17492,NY
14422,Byron,-78.062912,43.073794,2499,NY
14423,Caledonia,-77.849295,42.956661,4942,NY
14424,Canandaigua,-77.284561,42.868866,20748,NY
14425,Canandaigua,-77.341139,42.959591,10082,NY
14427,Castile,-78.054728,42.635883,2169,NY
14428,Clifton,-77.860339,43.089617,6481,NY
14432,Clifton Springs,-77.143975,42.963175,5060,NY
14433,Clyde,-76.872464,43.085549,4565,NY
14435,Conesus,-77.67469,42.721643,2364,NY
14437,Dansville,-77.710907,42.569975,8804,NY
14441,Dresden,-76.956389,42.684565,381,NY
14445,East Rochester,-77.490596,43.112808,8868,NY
14450,Fairport,-77.435956,43.089198,37337,NY
14454,Geneseo,-77.799552,42.793783,9551,NY
14456,Geneva,-76.991349,42.86372,20112,NY
14462,Groveland,-77.757334,42.676046,483,NY
14464,Hamlin,-77.926996,43.307577,7355,NY
14466,Hemlock,-77.58199,42.779957,1160,NY
14467,Henrietta,-77.612224,43.048264,8450,NY
14468,Hilton,-77.790511,43.292344,15837,NY
14469,Bloomfield,-77.459983,42.885101,6129,NY
14470,Hulberton,-78.040392,43.225494,8375,NY
14471,Honeoye,-77.505434,42.768637,2704,NY
14472,Honeoye Falls,-77.57812,42.969499,6768,NY
14475,Ionia,-77.50086,42.938002,232,NY
14476,Kendall,-78.030359,43.328415,2186,NY
14477,Kent,-78.135533,43.334064,2040,NY
14478,Bluff Point,-77.105197,42.601032,1555,NY
14480,Lakeville,-77.714865,42.82957,724,NY
14481,Leicester,-77.898976,42.773903,1881,NY
14482,Le Roy,-77.985097,42.977377,9037,NY
14485,Lima,-77.608305,42.901234,4666,NY
14486,Linwood,-77.910422,42.884721,860,NY
14487,Livonia,-77.663472,42.813514,6108,NY
14489,Lyons,-76.989575,43.07768,8168,NY
14502,Macedon,-77.337199,43.078366,8486,NY
14504,Manchester,-77.229733,42.969874,1522,NY
14505,Marion,-77.186277,43.154612,4663,NY
14506,Mendon,-77.50013,42.995307,864,NY
14507,Middlesex,-77.280509,42.697624,1256,NY
14510,Tuscarora,-77.861083,42.705431,7145,NY
14512,Naples,-77.390106,42.640425,4616,NY
14513,Newark,-77.094602,43.051909,14670,NY
14514,North Chili,-77.800518,43.118601,4014,NY
14516,North Rose,-76.915152,43.196439,2428,NY
14517,Nunda,-77.918006,42.586708,2439,NY
14519,Ontario,-77.308781,43.229092,10016,NY
14521,Hayt Corners,-76.821575,42.676979,3225,NY
14522,Palmyra,-77.221798,43.062192,9486,NY
14525,Linwood,-78.014698,42.880088,2628,NY
14526,Penfield,-77.456043,43.139638,16675,NY
14527,Penn Yan,-77.05687,42.664548,11609,NY
14530,Perry,-78.005882,42.722852,6218,NY
14532,Phelps,-77.047264,42.958178,4366,NY
14533,Wadsworth,-77.882545,42.84269,2094,NY
14534,Pittsford,-77.514067,43.069511,27413,NY
14536,Portageville,-78.085635,42.556957,980,NY
14541,Mac Dougall,-76.853582,42.761378,3150,NY
14543,West Rush,-77.665381,42.998934,2481,NY
14544,Rushville,-77.239538,42.75973,1948,NY
14545,Scottsburg,-77.682633,42.658907,612,NY
14546,Scottsville,-77.774256,43.02462,5604,NY
14548,Shortsville,-77.227312,42.969034,4524,NY
14550,Rock Glen,-78.092994,42.669446,1824,NY
14551,Sodus,-77.05141,43.221681,5831,NY
14555,Sodus Point,-76.98833,43.265058,1058,NY
14559,Spencerport,-77.804333,43.189502,14137,NY
14560,Springwater,-77.577503,42.677598,2319,NY
14561,Stanley,-77.120702,42.830277,3102,NY
14564,Victor,-77.417982,42.986597,7322,NY
14568,Walworth,-77.28582,43.140161,5461,NY
14569,Warsaw,-78.142899,42.741035,5811,NY
14571,Waterport,-78.242958,43.332563,1669,NY
14572,Wayland,-77.590613,42.559274,5626,NY
14580,Webster,-77.461587,43.219563,35072,NY
14586,West Henrietta,-77.687131,43.039667,5397,NY
14589,Williamson,-77.170011,43.242071,7947,NY
14590,Wolcott,-76.821748,43.234129,5356,NY
14591,Wyoming,-78.083292,42.83175,2074,NY
14604,Rochester,-77.607978,43.157729,1434,NY
14605,Rochester,-77.600711,43.169758,15196,NY
14606,Rochester,-77.684488,43.168455,29822,NY
14607,Rochester,-77.588976,43.150086,16479,NY
14608,Rochester,-77.625803,43.152144,14631,NY
14609,Rochester,-77.563701,43.174001,45805,NY
14610,Rochester,-77.549501,43.14524,15167,NY
14611,Rochester,-77.639353,43.148375,15951,NY
14612,Rochester,-77.665228,43.256576,35820,NY
14613,Rochester,-77.639276,43.18308,15525,NY
14614,Rochester,-77.61419,43.155823,1430,NY
14615,Rochester,-77.652118,43.20575,16000,NY
14616,Greece,-77.651238,43.232359,26500,NY
14617,Rochester,-77.599442,43.220258,24296,NY
14618,Twelve Corners,-77.558801,43.115416,21912,NY
14619,Rochester,-77.6481,43.136685,19393,NY
14620,Rochester,-77.606239,43.131711,29819,NY
14621,Rochester,-77.604284,43.183362,36055,NY
14622,Rochester,-77.55549,43.213959,12489,NY
14623,Rochester,-77.634412,43.083371,25127,NY
14624,Westgate,-77.733552,43.12589,35748,NY
14625,Panorama,-77.503188,43.14949,12009,NY
14626,Rochester,-77.703996,43.21257,25574,NY
14701,Jamestown,-79.243989,42.092845,45344,NY
14706,Allegany,-78.499883,42.091827,7885,NY
14708,Alma,-78.040012,42.016859,200,NY
14709,Angelica,-77.994671,42.326339,1046,NY
14710,Ashville,-79.405624,42.108376,2450,NY
14711,Belfast,-78.094281,42.320013,2210,NY
14712,Bemus Point,-79.35808,42.151346,3591,NY
14714,Black Creek,-78.231249,42.285528,757,NY
14715,Bolivar,-78.144834,42.070442,3173,NY
14716,Brocton,-79.43443,42.393973,1863,NY
14717,Caneadea,-78.197321,42.370304,798,NY
14718,Cassadaga,-79.299282,42.350356,1977,NY
14719,Cattaraugus,-78.888528,42.333291,3853,NY
14721,Ceres,-78.272686,41.99939,33,NY
14723,Cherry Creek,-79.120275,42.312725,1408,NY
14724,Clymer,-79.668532,42.055699,2810,NY
14726,Conewango Valley,-79.021956,42.262467,1562,NY
14727,Cuba,-78.275074,42.18819,5306,NY
14728,Dewittville,-79.419303,42.239413,1159,NY
14729,East Otto,-78.743167,42.3971,1050,NY
14731,Ellicottville,-78.66064,42.295873,1767,NY
14733,Falconer,-79.189499,42.123915,3812,NY
14735,Fillmore,-78.106232,42.463605,2463,NY
14736,Findley Lake,-79.734908,42.120401,77,NY
14737,Franklinville,-78.440043,42.338823,3965,NY
14738,Frewsburg,-79.131797,42.052753,3919,NY
14739,Friendship,-78.13588,42.190666,3214,NY
14740,Gerry,-79.164865,42.214728,1836,NY
14741,Great Valley,-78.620811,42.208292,2217,NY
14743,Ischua,-78.400611,42.179747,2635,NY
14744,Houghton,-78.109506,42.411567,173,NY
14747,Kennedy,-79.096416,42.150776,2719,NY
14748,Kill Buck,-78.642604,42.141005,47,NY
14750,Lakewood,-79.329124,42.097256,5113,NY
14753,Limestone,-78.631979,42.063945,1981,NY
14754,Little Genesee,-78.235056,42.023964,1240,NY
14755,Little Valley,-78.809286,42.254121,2311,NY
14757,Mayville,-79.496325,42.240906,3378,NY
14760,Olean,-78.423265,42.0787,22055,NY
14767,Panama,-79.481536,42.056965,2437,NY
14769,Portland,-79.458894,42.385792,2001,NY
14770,Portville,-78.331353,42.027253,1743,NY
14772,Randolph,-78.960034,42.163143,4253,NY
14775,Ripley,-79.712103,42.248175,2876,NY
14777,Rushford,-78.186704,42.417216,2701,NY
14779,Salamanca,-78.73042,42.16035,8632,NY
14781,Sherman,-79.585742,42.163124,2184,NY
14782,Sinclairville,-79.267297,42.24548,3065,NY
14784,Stockton,-79.375792,42.318195,1894,NY
14787,Westfield,-79.572646,42.321977,5872,NY
14801,Addison,-77.266027,42.09825,4967,NY
14802,Alfred,-77.79295,42.255165,4559,NY
14803,Alfred Station,-77.778084,42.255799,1071,NY
14804,Almond,-77.777965,42.316036,1642,NY
14805,Alpine,-76.734775,42.351014,1098,NY
14806,Andover,-77.792008,42.157454,2489,NY
14807,Arkport,-77.691778,42.422466,2937,NY
14808,Atlanta,-77.480091,42.556269,472,NY
14809,Wallace,-77.434254,42.41513,2448,NY
14810,Veterans Adminis,-77.323255,42.345451,12982,NY
14812,Beaver Dams,-76.971953,42.279763,3765,NY
14813,Belmont,-78.01103,42.233409,1773,NY
14814,Big Flats,-76.952721,42.145509,1892,NY
14815,Bradford,-77.09134,42.382517,944,NY
14816,Breesport,-76.73612,42.19392,160,NY
14817,Brooktondale,-76.366844,42.37653,2665,NY
14818,Burdett,-76.829219,42.439442,1714,NY
14819,Cameron,-77.440341,42.21284,698,NY
14820,Cameron Mills,-77.364976,42.192547,723,NY
14821,Campbell,-77.206619,42.238569,2966,NY
14822,Canaseraga,-77.795374,42.458504,1458,NY
14823,Canisteo,-77.589706,42.263503,3945,NY
14824,Cayuta,-76.697367,42.277445,599,NY
14825,Chemung,-76.620224,42.039243,615,NY
14826,Cohocton,-77.499763,42.500315,2286,NY
14830,Corning,-77.047546,42.138331,19957,NY
14836,Dalton,-77.928889,42.544895,875,NY
14837,Dundee,-77.002773,42.505261,5125,NY
14838,Erin,-76.681942,42.185898,2053,NY
14839,Greenwood,-77.636041,42.139809,927,NY
14840,Hammondsport,-77.197702,42.431217,3068,NY
14841,Hector,-76.878597,42.49658,147,NY
14842,Himrod,-76.950774,42.594455,726,NY
14843,Hornell,-77.656907,42.327393,14311,NY
14845,Horseheads,-76.834539,42.180493,20799,NY
14846,Hunt,-77.981839,42.538821,1236,NY
14847,Interlaken,-76.726798,42.616524,2148,NY
14850,Ithaca College,-76.492911,42.448497,40760,NY
14853,Ithaca,-76.488707,42.443087,20379,NY
14855,Jasper,-77.499909,42.128962,870,NY
14858,Lindley,-77.154132,42.042483,1765,NY
14859,Lockwood,-76.536618,42.114943,951,NY
14860,Lodi,-76.833904,42.596555,1209,NY
14861,Lowman,-76.693005,42.06938,2338,NY
14864,Millport,-76.839233,42.258084,1432,NY
14865,Montour Falls,-76.839581,42.343678,2851,NY
14867,Newfield,-76.591978,42.362137,5311,NY
14869,Odessa,-76.771698,42.360947,1471,NY
14870,Painted Post,-77.119375,42.170967,9269,NY
14871,Pine City,-76.881519,42.041938,4911,NY
14872,Pine Valley,-76.865206,42.234795,252,NY
14873,Prattsburg,-77.282455,42.526918,2534,NY
14874,Pulteney,-77.169108,42.523275,504,NY
14877,Rexville,-77.676663,42.072645,539,NY
14878,Rock Stream,-76.936436,42.448511,703,NY
14879,Savona,-77.208345,42.30407,1982,NY
14880,Scio,-77.990026,42.169703,2491,NY
14881,Slaterville Spri,-76.315677,42.401119,107,NY
14882,Lansing,-76.537455,42.564494,4043,NY
14883,Spencer,-76.489853,42.246736,3829,NY
14884,Swain,-77.88899,42.477314,267,NY
14885,Troupsburg,-77.550208,42.050083,831,NY
14886,Trumansburg,-76.668145,42.520987,6379,NY
14888,Valois,-76.860879,42.524304,547,NY
14889,Van Etten,-76.571663,42.208455,1477,NY
14891,Watkins Glen,-76.90215,42.377121,4584,NY
14892,Waverly,-76.533308,42.017228,8262,NY
14894,Wellsburg,-76.772315,42.027317,2829,NY
14895,Wellsville,-77.94191,42.110757,9645,NY
14897,Whitesville,-77.810615,42.045586,1178,NY
14898,Woodhull,-77.420333,42.073638,1318,NY
14901,Elmira,-76.811977,42.100769,19037,NY
14903,Elmira Heights,-76.843572,42.130203,7918,NY
14904,Elmira,-76.803735,42.072866,18103,NY
14905,Elmira,-76.839686,42.086919,10018,NY
15001,Macarthur,-80.281567,40.604424,36849,PA
15003,Fairoaks,-80.219778,40.595368,13449,PA
15005,Baden,-80.198471,40.641595,10068,PA
15007,Bakerstown,-79.930956,40.647826,782,PA
15009,Beaver,-80.336528,40.697184,14968,PA
15010,Racine,-80.33988,40.766234,30623,PA
15012,Rostraver,-79.83454,40.14368,18967,PA
15014,Brackenridge,-79.741375,40.608223,3674,PA
15015,Bradfordwoods,-80.082305,40.634175,2319,PA
15017,Bridgeville,-80.115293,40.347195,12705,PA
15018,Buena Vista,-79.791874,40.278635,1186,PA
15019,Bulger,-80.362192,40.405119,1118,PA
15021,Paris,-80.444485,40.390114,5527,PA
15022,Charleroi,-79.92002,40.140402,11800,PA
15024,Cheswick,-79.841002,40.568117,9823,PA
15025,Large,-79.910096,40.298917,17031,PA
15026,Clinton,-80.342282,40.513148,2543,PA
15027,Conway,-80.234899,40.664917,2438,PA
15030,Creighton,-79.78177,40.582051,1761,PA
15031,Cuddy,-80.164432,40.360069,1037,PA
15033,Donora,-79.861858,40.176821,5928,PA
15034,Dravosburg,-79.889461,40.352676,2377,PA
15035,East Mc Keesport,-79.807881,40.383944,2698,PA
15037,Elizabeth,-79.856842,40.265575,12937,PA
15042,Freedom,-80.214663,40.683023,9416,PA
15043,Georgetown,-80.490023,40.574275,2810,PA
15044,Gibsonia,-79.944307,40.625233,18318,PA
15045,Glassport,-79.888324,40.325952,5582,PA
15049,Harwick,-79.805115,40.557433,1111,PA
15050,Hookstown,-80.436268,40.542929,2933,PA
15051,Indianola,-79.881765,40.576605,1539,PA
15052,Industry,-80.415085,40.667101,2908,PA
15053,Joffre,-80.391542,40.381027,1634,PA
15055,Lawrence,-80.144029,40.311615,1933,PA
15056,Leetsdale,-80.209874,40.566165,1387,PA
15057,Mc Donald,-80.256204,40.369664,9077,PA
15059,Midland,-80.468952,40.658962,6476,PA
15060,Midway,-80.29209,40.367974,1043,PA
15061,Monaca,-80.291743,40.671847,13344,PA
15062,Monessen,-79.883526,40.152379,9906,PA
15063,Monongahela,-79.924127,40.193728,13183,PA
15064,Morgan,-80.154064,40.360433,1751,PA
15065,Natrona,-79.725621,40.628862,13305,PA
15066,New Brighton,-80.29722,40.739333,12222,PA
15067,New Eagle,-79.953408,40.206573,2222,PA
15068,Arnold,-79.741547,40.571179,41922,PA
15071,Noblestown,-80.202615,40.428734,11012,PA
15074,Rochester,-80.260315,40.715745,10784,PA
15076,Russellton,-79.837102,40.614344,1437,PA
15077,Shippingport,-80.419866,40.626012,227,PA
15078,Slovan,-80.399239,40.363086,1620,PA
15083,Sutersville,-79.792223,40.238207,1467,PA
15084,Tarentum,-79.785204,40.618651,10752,PA
15085,Level Green,-79.755157,40.385155,3345,PA
15086,Warrendale,-80.080705,40.664149,379,PA
15089,West Newton,-79.757976,40.207549,7641,PA
15090,Wexford,-80.064879,40.612044,14960,PA
15101,Allison Park,-79.966512,40.569975,22474,PA
15102,Bethel Park,-80.039793,40.320984,31160,PA
15104,Rankin,-79.864352,40.406304,13915,PA
15106,Carnegie,-80.091532,40.402941,19539,PA
15108,Moon Twp,-80.18969,40.513245,35285,PA
15110,Duquesne,-79.852244,40.370449,8525,PA
15112,East Pittsburgh,-79.83889,40.403577,4145,PA
15116,Glenshaw,-79.964351,40.537492,16588,PA
15120,Munhall,-79.904199,40.394171,21866,PA
15122,W Mifflin Fin,-79.89429,40.366535,22805,PA
15126,Imperial,-80.264861,40.458384,3626,PA
15129,Library,-80.001144,40.292199,11353,PA
15131,White Oak,-79.810519,40.341147,9410,PA
15132,Mc Keesport,-79.8452,40.341713,27694,PA
15133,Mc Keesport,-79.866759,40.332835,7385,PA
15135,Boston,-79.812844,40.304412,5385,PA
15136,Mc Kees Rocks,-80.087567,40.471742,25092,PA
15137,North Versailles,-79.812427,40.376248,12237,PA
15139,Oakmont,-79.836865,40.519647,6961,PA
15140,Pitcairn,-79.776951,40.404787,4083,PA
15142,Presto,-80.120922,40.384664,864,PA
15143,Sewickley,-80.157848,40.557031,15849,PA
15144,Springdale,-79.784447,40.543999,4858,PA
15145,Turtle Creek,-79.822046,40.41135,8157,PA
15146,Monroeville,-79.762279,40.429026,29228,PA
15147,Verona,-79.834535,40.492727,20843,PA
15148,Wall,-79.803033,40.393416,3074,PA
15201,Arsenal,-79.952524,40.474536,15278,PA
15202,Bellevue,-80.066966,40.501321,22168,PA
15203,Carson,-79.977556,40.425439,11012,PA
15204,Corliss,-80.061056,40.455569,10266,PA
15205,Crafton,-80.073393,40.438045,24562,PA
15206,East Liberty,-79.919267,40.468885,37220,PA
15207,Hazelwood,-79.933935,40.401206,15095,PA
15208,Homewood,-79.898474,40.454955,16136,PA
15209,Millvale,-79.97401,40.49718,15034,PA
15210,Mount Oliver,-79.987405,40.408541,35727,PA
15211,Mount Washington,-80.012156,40.42908,13333,PA
15212,Allegheny,-80.013128,40.468873,35280,PA
15213,Oakland,-79.954428,40.44372,31142,PA
15214,Observatory,-80.01393,40.481309,19981,PA
15215,Aspinwall,-79.917513,40.499225,12801,PA
15216,South Hills,-80.035727,40.399584,26700,PA
15217,Squirrel Hill,-79.924973,40.431852,27450,PA
15218,Swissvale,-79.887591,40.424468,16501,PA
15219,Uptown,-79.977229,40.44539,18924,PA
15220,Parkway Center,-80.051202,40.417405,19228,PA
15221,Wilkinsburg,-79.870243,40.438352,39410,PA
15222,Downtown,-80.000556,40.442111,1763,PA
15223,Etna,-79.95145,40.50428,7261,PA
15224,Bloomfield,-79.945445,40.464215,14742,PA
15225,Neville Island,-80.137027,40.513819,1273,PA
15226,Brookline,-80.015759,40.394628,15607,PA
15227,Brentwood,-79.975816,40.37619,27563,PA
15228,Mount Lebanon,-80.043186,40.371326,18660,PA
15229,West View,-80.035685,40.519321,15127,PA
15232,Shadyside,-79.932557,40.453598,10936,PA
15233,Kilbuck,-80.029965,40.460425,5918,PA
15234,Castle Shannon,-80.017907,40.369424,14952,PA
15235,Penn Hills,-79.826892,40.4605,41997,PA
15236,Caste Village,-79.976894,40.345244,36047,PA
15237,Mc Knight,-80.034939,40.552238,39733,PA
15238,Blawnox,-79.877423,40.515077,10776,PA
15239,Plum,-79.734505,40.477693,20793,PA
15241,Upper Saint Clai,-80.07921,40.332174,20276,PA
15243,Cedarhurst,-80.072425,40.373797,14242,PA
15301,Washington,-80.255957,40.171687,48612,PA
15310,Aleppo,-80.457918,39.824647,656,PA
15311,Amity,-80.194865,40.061786,1458,PA
15312,Avella,-80.456503,40.273386,3681,PA
15313,Beallsville,-80.025056,40.064503,530,PA
15314,Bentleyville,-80.006987,40.118702,2673,PA
15317,Mc Murray,-80.153153,40.270743,29555,PA
